DRG_DESC,STATE_DESC,DISCHARGES,AVERAGE_COVERED_CHARGES,AVERAGE_MEDICARE_PAYMENTS,AVERAGE_MEDICARE_REIMBURSEMENT
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,NV,12,79221.58333,16385.08333,13220.66667
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,WV,12,76905.41667,19221.83333,15894.5
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,ME,14,28094,15003.35714,12049.07143
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,KS,17,77242.70588,15745.94118,14805.70588
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,NE,17,65583.29412,14759.35294,13501.58824
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,UT,18,64000.5,17398.72222,15198.88889
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,IA,19,43552.1579,14947.05263,13783.1579
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,MS,21,54126.09524,16678.80952,14867.19048
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,OR,21,37773.61905,17246.71429,15823.71429
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,CO,24,83280.95833,24487.41667,12169.16667
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,CT,27,71416.81482,22714.88889,17517.88889
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,AR,29,36601.68966,12945.7931,10709.86207
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,LA,29,86033.44828,13974.62069,11852.7931
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,AL,30,46223.56667,12454.86667,10326.9
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,OK,30,89891.9,20294.43333,13267.83333
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,WI,30,62155.86667,18213.26667,15577.16667
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,WA,31,48401.32258,16337,14675.70968
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,IN,32,46253.84375,13898.65625,12552.96875
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,KY,36,99683.72222,23214.86111,20131.72222
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,AZ,43,59870.46512,15176.86047,12199.97674
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,MN,43,68520.13954,26885.27907,17877.46512
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,SC,44,61598.70455,20169.27273,13697.31818
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,TN,53,97916.09434,17568.90566,14684.39623
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,NC,55,50414.76364,16107.43636,12686.36364
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,MO,57,67106.33333,17043.08772,15762.94737
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,GA,59,61158.42373,16514.9661,13432.45763
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,MA,64,84289.29688,26681.59375,23087.9375
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,OH,65,44502.30769,16289.73846,13321.01539
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,MI,72,49039.93056,16969.73611,15371.47222
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,VA,73,77720.09589,20783.10959,15770.9589
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,IL,83,70187.83133,19579.22892,16183.26506
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,NJ,86,85799.44186,16778.62791,14782.65116
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,MD,92,36906.3913,34185.11957,30688.66304
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,PA,129,75838.24806,17870.82946,14042.13954
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,NY,135,98043.56296,23914.38519,19612.28148
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,TX,142,91069.38028,15678.71127,13231.80282
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,FL,169,75872.51479,14372.14201,12796.39645
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,CA,174,105235.0287,22681.40805,19597.59195
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,MI,12,14282.16667,9855.333333,7685.833333
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,GA,13,39101.15385,9032.923077,7972.307692
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,IN,15,26752,10241.33333,7857.2
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,IL,16,28741.5,10813.125,9348.875
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,NJ,16,38440.3125,10807.1875,9445.25
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,MD,17,21213.35294,19749.58824,15260.35294
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,VA,17,54084.05882,14688.05882,11414.11765
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,OH,22,20821.81818,8828.590909,7711.636364
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,PA,23,63554.82609,11205.82609,8724.913044
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,CA,28,67550.96429,12707,11535.82143
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,TX,31,63562.70968,9551.774194,8361.451613
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,NY,36,69409.38889,15977.16667,14026.94444
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,FL,40,36885.375,9305.1,7257.275
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,MS,12,150270.0833,50225.41667,42645.75
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,WV,12,219363.1667,61504.5,54221.5
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,ID,14,123005.6429,44110.85714,36684.21429
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,NE,14,231794.5714,65942.14286,54761.92857
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,KY,15,187769.9333,78763.33333,38582.33333
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,LA,17,161926.8824,58357.94118,53528.94118
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,CT,21,230389.0952,71210,67306.09524
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,OK,21,230214.0476,46483.28571,41128.90476
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,UT,21,149268.1905,61248.90476,58025.61905
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,AR,22,135531.2727,44999.72727,39766.13636
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,NV,22,285980.3636,43928.18182,36451.22727
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,AL,23,281460.3478,66054.13044,46169.91304
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,IN,23,240333.8696,48586.13044,43909.17391
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,MD,23,64433.65217,59480.82609,57101.52174
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,IA,25,109102.92,44506.36,41709.48
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,GA,26,234325.4615,58418.42308,43736.34615
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,WI,26,175593.1539,53645.80769,48717.92308
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,CO,27,288362.0741,64007.25926,42671.66667
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,SC,30,205425.5667,52224.96667,42879.46667
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,KS,32,346405.5938,66138.8125,54580.40625
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,AZ,37,173227.8108,48057.62162,39371.86487
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,VA,39,198902.9744,56266.35897,47908.69231
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,NJ,40,220883.7,53799.6,50508.15
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,TN,41,131765.6342,45132.56098,38062.68293
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,OR,48,216661.7083,81726.20833,74008.25
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,OH,53,180457.6793,50210.60377,43824.24528
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,MA,62,257934.1774,73657.45161,67461.5
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,MN,71,186008.9155,68124.78873,53918.60563
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,MI,72,142845.9167,52788.73611,44816.22222
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,MO,74,135655.1757,50695.94595,48295.83784
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,FL,85,202841.2706,57038.2,42248.56471
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,NC,91,143626.6154,58579.3956,45383.56044
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,PA,93,347161.4194,71961.43011,55822.63441
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,WA,98,139958.1122,57847.61225,50615.37755
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,NY,108,263535.8241,71370,61677.85185
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,IL,138,126559.2536,59427.15942,46256.42029
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,TX,164,227256.7439,48799.22561,40104.08537
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,CA,165,290340.8485,77985.89697,66275.90303
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,DC,11,90148.90909,30996.18182,20119.63636
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,NH,11,25920.36364,20934.36364,20378.09091
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,MS,12,45068.08333,19110.5,17190.08333
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,AZ,13,99586.15385,24982.30769,20839.15385
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,UT,13,92951.38462,25193.15385,21942.46154
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,NE,14,128536.5714,27290.28571,26449.85714
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,SC,16,130224.6875,38192,24622.375
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,WI,17,176611.2353,35599.82353,30119.05882
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,IA,21,39691.33333,19862.47619,18886
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,IN,21,115237,25956.09524,24623.14286
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,OR,22,50443.31818,28722.22727,17589.77273
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,LA,23,157679.8261,56254.65217,43192.82609
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,MO,23,103457.1739,21613.04348,19777.69565
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,NJ,23,65610.26087,20906.30435,17531.78261
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,OH,26,71041.30769,20863,15743.11539
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,KY,27,31106.22222,17669.48148,14909.59259
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,AL,28,53738.85714,18479.92857,14698.85714
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,VA,29,79997.2069,26802.51724,18923.41379
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,TN,33,55837.06061,18759.21212,15857.93939
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,NC,38,50528.86842,20830.63158,17142.28947
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,MN,41,49785.39024,25153.19512,17930.12195
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,MA,43,67570.51163,26591,23504.32558
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,MD,48,53470.79167,49472.91667,44976.4375
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,MI,52,48008.69231,19452.23077,17783.57692
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,NY,54,92407.51852,26963.68519,24194.27778
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,FL,56,85962.89286,19613.71429,16510.28571
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,WA,56,62963.16071,23278.39286,20093.94643
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,PA,60,87572.48333,22089.01667,16660.46667
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,TX,73,104800.274,19351.63014,16183.80822
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,CA,79,139952.3924,33386.5443,26294.6962
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,IL,100,55062.92,24456.59,19150.79
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,MS,11,47056.54546,13096.45455,10385.18182
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,NM,11,15880.09091,15625.09091,12837.63636
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,OR,11,27027.18182,11951.72727,11335.27273
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,NE,12,47473.66667,12670.08333,8317.583333
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,NV,12,59818.41667,12784.41667,7046.416667
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,OH,12,38257,12132.41667,9079
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,WI,14,31176.92857,10010.42857,9182.285714
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,OK,15,103133.4667,23762.13333,9207.466667
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,MO,16,35629.25,10390.5625,9369.25
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,IN,17,33313.29412,9071.117647,8636.705882
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,SC,17,38323.35294,9220,8718.176471
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,MA,20,28572.6,13931.6,12461.25
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,TN,20,56796,9766.9,8772.4
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,AL,24,42688.25,12237.54167,10072
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,IA,24,27369.625,10485.29167,9089.958333
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,CT,25,36695.84,13523.32,11555.56
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,MI,25,28947.76,10321.16,9723.68
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,MN,27,24444.62963,12553.92593,8958.37037
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,WA,27,40961.03704,14598.77778,8724.074074
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,NJ,28,53057.46429,12592.46429,10110.67857
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,MD,32,23828.46875,22043.8125,20044
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,VA,32,39089.0625,12720.84375,6654.65625
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,IL,35,40554.34286,13526.37143,9976.314286
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,NC,45,29086.13333,12586.33333,9835.377778
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,NY,51,50753.52941,14087.09804,12359.13726
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,FL,55,48756.56364,9984.709091,8978.272727
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,CA,59,60626.0339,16188.98305,14626.86441
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,PA,65,56230.50769,13730.4,10863.01539
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,TX,82,63072.34146,10999.98781,9051.878049
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,VT,18,60924.27778,19490.22222,17543.44444
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,ME,20,74800.9,24899.3,23105.6
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,SD,21,67586.66667,23250.47619,17970.28571
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,ND,29,65128.44828,23376.86207,22000.55172
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,MT,30,37520.93333,20548.03333,18272.93333
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,HI,31,83901.35484,32655.64516,25244.54839
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,NH,32,65211.75,25508.03125,23979.1875
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,NM,33,85137.18182,23374.60606,21580.66667
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,ID,36,64525.22222,19336.55556,18595.94444
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,RI,36,67067.55556,26861.47222,24961.30556
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,UT,37,67028.94595,23005.45946,20699.35135
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,DC,42,98411.40476,28472.33333,23167.14286
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,DE,45,67111.31111,27270.44444,21953
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,WV,49,66949.10204,23814.10204,19970.36735
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,NE,63,78056.61905,21956,18958.46032
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,OR,74,77049.98649,29410.41892,24569.90541
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,KS,81,131456.037,21602.95062,20676.41975
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,NV,81,195169.8272,25466.34568,21939.04938
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,IA,85,90670.22353,23927.97647,21725.58824
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,MS,88,76522.59091,18620.63636,17201.71591
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,LA,104,79164.49039,22882.10577,20193.875
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,CO,114,141650.2368,28052.91228,21711.53509
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,OK,115,104833.8348,20734.66957,19068.88696
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,SC,116,88238.49138,23600.18966,18632.91379
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,KY,119,82734.05042,23109.11765,20136.61345
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,AL,122,101505.5246,20236.46721,17526.40984
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,WI,126,76351.26191,26509.76984,19919.92064
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,CT,129,73356.56589,26163.51938,22772.85271
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,AR,155,107256.3484,30289.45807,24491.35484
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,MD,174,44353.97126,41026.33908,37794.55172
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,AZ,178,104772.4663,27323.50562,22844.05056
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,IN,187,78704.93048,21476.02139,19360.16043
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,WA,187,107790.5401,29466.24599,23833.70588
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,TN,211,84140.37915,20969.91469,17980.87678
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,VA,245,83038.48571,23657.93061,19758.9551
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,GA,250,79490.136,23014.992,19555.648
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,MO,266,102446.7218,26166.78571,24696.76316
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,OH,289,77930.14533,21368.16609,19004.6782
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,MN,290,68737.32069,30382.07931,23812.6069
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,MI,304,59677.63158,23933.44737,20658.19737
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,NC,313,88020.38019,26119.23323,21980.16933
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,MA,319,98716.12539,34133.39498,31231.99687
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,NJ,358,151228.4581,26576.60894,23948.2067
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,IL,410,98816.88781,28209.55122,22062.88781
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,PA,441,144631.7823,28395.24717,22683.71202
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,TX,515,125174.3534,24171.64854,20390.87961
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,NY,643,144457,34092.22706,29632.36703
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,FL,659,111039.4613,20874.07284,18628.23976
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,CA,881,184634.6481,34526.14415,30541.77866
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,WY,13,23835.53846,15839.23077,9804.846154
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,HI,14,56900.42857,16834.42857,13197.92857
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,ME,15,35850.93333,11164.33333,10195.6
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,MT,19,26807.1579,11055.94737,9907.31579
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,ND,22,37837.90909,11833.95455,10661.68182
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,SD,26,54380.26923,11748.57692,10405.07692
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,NM,27,47815.7037,12777.77778,11146.14815
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,UT,27,43975.40741,13679.2963,11398.14815
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,NH,29,36043.62069,12986.62069,11609.06897
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,VT,31,46690.74194,13717.29032,12350.80645
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,DE,33,32256.75758,14117.30303,9938.666667
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,RI,34,40309.5,13203.23529,11983
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,DC,36,60037.27778,14572.61111,11772.41667
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,NE,44,43392.02273,11937.13636,10334.15909
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,NV,52,89068.30769,12688.05769,9035.769231
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,OR,54,46919.03704,14544.64815,11168.18519
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,KS,56,52660.875,10170.96429,9288.232143
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,WV,61,38086.95082,12092.52459,9796.901639
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,IA,63,54216.79365,13068.38095,10318.20635
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,AR,71,37001.61972,11022.32394,9198.464789
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,OK,81,59528.75309,11687.02469,9562.493827
